WOJ,POW,GMI,RODZ,NAZWA,NAZWA_DOD,STAN_NA,
6,4,7,2,Uchanie,gmina wiejska,2022-01-01,
6,4,8,2,Werbkowice,gmina wiejska,2022-01-01,
6,5,,,janowski,powiat,2022-01-01,
6,5,1,2,Batorz,gmina wiejska,2022-01-01,
6,5,2,2,Chrzanów,gmina wiejska,2022-01-01,
6,5,3,2,Dzwola,gmina wiejska,2022-01-01,
6,5,4,2,Godziszów,gmina wiejska,2022-01-01,
6,5,5,3,Janów Lubelski,gmina miejsko-wiejska,2022-01-01,
6,5,5,4,Janów Lubelski,miasto,2022-01-01,
6,5,5,5,Janów Lubelski,obszar wiejski,2022-01-01,
6,5,6,3,Modliborzyce,gmina miejsko-wiejska,2022-01-01,
6,5,6,4,Modliborzyce,miasto,2022-01-01,
6,5,6,5,Modliborzyce,obszar wiejski,2022-01-01,
6,5,7,2,Potok Wielki,gmina wiejska,2022-01-01,
6,6,,,krasnostawski,powiat,2022-01-01,
6,6,1,1,Krasnystaw,gmina miejska,2022-01-01,
6,6,2,2,Fajsławice,gmina wiejska,2022-01-01,
6,6,3,2,Gorzków,gmina wiejska,2022-01-01,
6,6,4,3,Izbica,gmina miejsko-wiejska,2022-01-01,
6,6,4,4,Izbica,miasto,2022-01-01,
6,6,4,5,Izbica,obszar wiejski,2022-01-01,
6,6,5,2,Krasnystaw,gmina wiejska,2022-01-01,
6,6,6,2,Kraśniczyn,gmina wiejska,2022-01-01,
6,6,7,2,Łopiennik Górny,gmina wiejska,2022-01-01,
6,6,9,2,Rudnik,gmina wiejska,2022-01-01,
6,6,10,2,Siennica Różana,gmina wiejska,2022-01-01,
6,6,11,2,Żółkiewka,gmina wiejska,2022-01-01,
6,7,,,kraśnicki,powiat,2022-01-01,
6,7,1,1,Kraśnik,gmina miejska,2022-01-01,
6,7,2,3,Annopol,gmina miejsko-wiejska,2022-01-01,
6,7,2,4,Annopol,miasto,2022-01-01,
6,7,2,5,Annopol,obszar wiejski,2022-01-01,
6,7,3,2,Dzierzkowice,gmina wiejska,2022-01-01,
6,7,4,2,Gościeradów,gmina wiejska,2022-01-01,
6,7,5,2,Kraśnik,gmina wiejska,2022-01-01,
6,7,6,2,Szastarka,gmina wiejska,2022-01-01,
6,7,7,2,Trzydnik Duży,gmina wiejska,2022-01-01,
6,7,8,3,Urzędów,gmina miejsko-wiejska,2022-01-01,
6,7,8,4,Urzędów,miasto,2022-01-01,
6,7,8,5,Urzędów,obszar wiejski,2022-01-01,
6,7,9,2,Wilkołaz,gmina wiejska,2022-01-01,
6,7,10,2,Zakrzówek,gmina wiejska,2022-01-01,
6,8,,,lubartowski,powiat,2022-01-01,
6,8,1,1,Lubartów,gmina miejska,2022-01-01,
6,8,2,2,Abramów,gmina wiejska,2022-01-01,
6,8,3,2,Firlej,gmina wiejska,2022-01-01,
6,8,4,2,Jeziorzany,gmina wiejska,2022-01-01,
6,8,5,3,Kamionka,gmina miejsko-wiejska,2022-01-01,
6,8,5,4,Kamionka,miasto,2022-01-01,
6,8,5,5,Kamionka,obszar wiejski,2022-01-01,
6,8,6,3,Kock,gmina miejsko-wiejska,2022-01-01,
6,8,6,4,Kock,miasto,2022-01-01,
6,8,6,5,Kock,obszar wiejski,2022-01-01,
6,8,7,2,Lubartów,gmina wiejska,2022-01-01,
6,8,8,2,Michów,gmina wiejska,2022-01-01,
6,8,9,2,Niedźwiada,gmina wiejska,2022-01-01,
6,8,10,3,Ostrów Lubelski,gmina miejsko-wiejska,2022-01-01,
6,8,10,4,Ostrów Lubelski,miasto,2022-01-01,
6,8,10,5,Ostrów Lubelski,obszar wiejski,2022-01-01,
6,8,11,2,Ostrówek,gmina wiejska,2022-01-01,
6,8,12,2,Serniki,gmina wiejska,2022-01-01,
6,8,13,2,Uścimów,gmina wiejska,2022-01-01,
6,9,,,lubelski,powiat,2022-01-01,
6,9,1,3,Bełżyce,gmina miejsko-wiejska,2022-01-01,
6,9,1,4,Bełżyce,miasto,2022-01-01,
6,9,1,5,Bełżyce,obszar wiejski,2022-01-01,
6,9,2,2,Borzechów,gmina wiejska,2022-01-01,
6,9,3,3,Bychawa,gmina miejsko-wiejska,2022-01-01,
6,9,3,4,Bychawa,miasto,2022-01-01,
6,9,3,5,Bychawa,obszar wiejski,2022-01-01,
6,9,4,2,Garbów,gmina wiejska,2022-01-01,
6,9,5,2,Głusk,gmina wiejska,2022-01-01,
6,9,6,2,Jabłonna,gmina wiejska,2022-01-01,
6,9,7,2,Jastków,gmina wiejska,2022-01-01,
6,9,8,2,Konopnica,gmina wiejska,2022-01-01,
6,9,9,2,Krzczonów,gmina wiejska,2022-01-01,
6,9,10,2,Niedrzwica Duża,gmina wiejska,2022-01-01,
6,9,11,2,Niemce,gmina wiejska,2022-01-01,
6,9,12,2,Strzyżewice,gmina wiejska,2022-01-01,
6,9,13,2,Wojciechów,gmina wiejska,2022-01-01,
6,9,14,2,Wólka,gmina wiejska,2022-01-01,
6,9,15,2,Wysokie,gmina wiejska,2022-01-01,
6,9,16,2,Zakrzew,gmina wiejska,2022-01-01,
6,10,,,łęczyński,powiat,2022-01-01,
6,10,1,2,Cyców,gmina wiejska,2022-01-01,
6,10,2,2,Ludwin,gmina wiejska,2022-01-01,
6,10,3,3,Łęczna,gmina miejsko-wiejska,2022-01-01,
6,10,3,4,Łęczna,miasto,2022-01-01,
6,10,3,5,Łęczna,obszar wiejski,2022-01-01,
6,10,4,2,Milejów,gmina wiejska,2022-01-01,
6,10,5,2,Puchaczów,gmina wiejska,2022-01-01,
6,10,6,2,Spiczyn,gmina wiejska,2022-01-01,
6,11,,,łukowski,powiat,2022-01-01,
6,11,1,1,Łuków,gmina miejska,2022-01-01,
6,11,2,1,Stoczek Łukowski,gmina miejska,2022-01-01,
6,11,3,2,Adamów,gmina wiejska,2022-01-01,
6,11,4,2,Krzywda,gmina wiejska,2022-01-01,
6,11,5,2,Łuków,gmina wiejska,2022-01-01,
6,11,6,2,Serokomla,gmina wiejska,2022-01-01,
6,11,7,2,Stanin,gmina wiejska,2022-01-01,
6,11,8,2,Stoczek Łukowski,gmina wiejska,2022-01-01,
6,11,9,2,Trzebieszów,gmina wiejska,2022-01-01,
6,11,10,2,Wojcieszków,gmina wiejska,2022-01-01,
6,11,11,2,Wola Mysłowska,gmina wiejska,2022-01-01,
6,12,,,opolski,powiat,2022-01-01,
6,12,1,2,Chodel,gmina wiejska,2022-01-01,
6,12,2,3,Józefów nad Wisłą,gmina miejsko-wiejska,2022-01-01,
6,12,2,4,Józefów nad Wisłą,miasto,2022-01-01,
6,12,2,5,Józefów nad Wisłą,obszar wiejski,2022-01-01,
6,12,3,2,Karczmiska,gmina wiejska,2022-01-01,
6,12,4,2,Łaziska,gmina wiejska,2022-01-01,
6,12,5,3,Opole Lubelskie,gmina miejsko-wiejska,2022-01-01,
6,12,5,4,Opole Lubelskie,miasto,2022-01-01,
6,12,5,5,Opole Lubelskie,obszar wiejski,2022-01-01,
6,12,6,3,Poniatowa,gmina miejsko-wiejska,2022-01-01,
6,12,6,4,Poniatowa,miasto,2022-01-01,
6,12,6,5,Poniatowa,obszar wiejski,2022-01-01,
6,12,7,2,Wilków,gmina wiejska,2022-01-01,
6,13,,,parczewski,powiat,2022-01-01,
6,13,1,2,Dębowa Kłoda,gmina wiejska,2022-01-01,
6,13,2,2,Jabłoń,gmina wiejska,2022-01-01,
6,13,3,2,Milanów,gmina wiejska,2022-01-01,
6,13,4,3,Parczew,gmina miejsko-wiejska,2022-01-01,
6,13,4,4,Parczew,miasto,2022-01-01,
6,13,4,5,Parczew,obszar wiejski,2022-01-01,
6,13,5,2,Podedwórze,gmina wiejska,2022-01-01,
6,13,6,2,Siemień,gmina wiejska,2022-01-01,
6,13,7,2,Sosnowica,gmina wiejska,2022-01-01,
6,14,,,puławski,powiat,2022-01-01,
6,14,1,1,Puławy,gmina miejska,2022-01-01,
6,14,2,2,Baranów,gmina wiejska,2022-01-01,
6,14,3,2,Janowiec,gmina wiejska,2022-01-01,
6,14,4,3,Kazimierz Dolny,gmina miejsko-wiejska,2022-01-01,
6,14,4,4,Kazimierz Dolny,miasto,2022-01-01,
6,14,4,5,Kazimierz Dolny,obszar wiejski,2022-01-01,
6,14,5,2,Końskowola,gmina wiejska,2022-01-01,
6,14,6,2,Kurów,gmina wiejska,2022-01-01,
6,14,7,2,Markuszów,gmina wiejska,2022-01-01,
6,14,8,3,Nałęczów,gmina miejsko-wiejska,2022-01-01,
6,14,8,4,Nałęczów,miasto,2022-01-01,
6,14,8,5,Nałęczów,obszar wiejski,2022-01-01,
6,14,9,2,Puławy,gmina wiejska,2022-01-01,
6,14,10,2,Wąwolnica,gmina wiejska,2022-01-01,
6,14,11,2,Żyrzyn,gmina wiejska,2022-01-01,
6,15,,,radzyński,powiat,2022-01-01,
6,15,1,1,Radzyń Podlaski,gmina miejska,2022-01-01,
6,15,2,2,Borki,gmina wiejska,2022-01-01,
6,15,3,2,Czemierniki,gmina wiejska,2022-01-01,
6,15,4,2,Kąkolewnica,gmina wiejska,2022-01-01,
6,15,5,2,Komarówka Podlaska,gmina wiejska,2022-01-01,
6,15,6,2,Radzyń Podlaski,gmina wiejska,2022-01-01,
6,15,7,2,Ulan-Majorat,gmina wiejska,2022-01-01,
6,15,8,2,Wohyń,gmina wiejska,2022-01-01,
6,16,,,rycki,powiat,2022-01-01,
6,16,1,1,Dęblin,gmina miejska,2022-01-01,
6,16,2,2,Kłoczew,gmina wiejska,2022-01-01,
6,16,3,2,Nowodwór,gmina wiejska,2022-01-01,
6,16,4,3,Ryki,gmina miejsko-wiejska,2022-01-01,
6,16,4,4,Ryki,miasto,2022-01-01,
6,16,4,5,Ryki,obszar wiejski,2022-01-01,
6,16,5,2,Stężyca,gmina wiejska,2022-01-01,
6,16,6,2,Ułęż,gmina wiejska,2022-01-01,
6,17,,,świdnicki,powiat,2022-01-01,
6,17,1,1,Świdnik,gmina miejska,2022-01-01,
6,17,2,2,Mełgiew,gmina wiejska,2022-01-01,
6,17,3,3,Piaski,gmina miejsko-wiejska,2022-01-01,
6,17,3,4,Piaski,miasto,2022-01-01,
6,17,3,5,Piaski,obszar wiejski,2022-01-01,
6,17,4,2,Rybczewice,gmina wiejska,2022-01-01,
6,17,5,2,Trawniki,gmina wiejska,2022-01-01,
6,18,,,tomaszowski,powiat,2022-01-01,
6,18,1,1,Tomaszów Lubelski,gmina miejska,2022-01-01,
6,18,2,2,Bełżec,gmina wiejska,2022-01-01,
6,18,3,2,Jarczów,gmina wiejska,2022-01-01,
6,18,4,2,Krynice,gmina wiejska,2022-01-01,
6,18,5,3,Lubycza Królewska,gmina miejsko-wiejska,2022-01-01,
6,18,5,4,Lubycza Królewska,miasto,2022-01-01,
6,18,5,5,Lubycza Królewska,obszar wiejski,2022-01-01,
6,18,6,3,Łaszczów,gmina miejsko-wiejska,2022-01-01,
6,18,6,4,Łaszczów,miasto,2022-01-01,
6,18,6,5,Łaszczów,obszar wiejski,2022-01-01,
6,18,7,2,Rachanie,gmina wiejska,2022-01-01,
6,18,8,2,Susiec,gmina wiejska,2022-01-01,
6,18,9,2,Tarnawatka,gmina wiejska,2022-01-01,
6,18,10,2,Telatyn,gmina wiejska,2022-01-01,
6,18,11,2,Tomaszów Lubelski,gmina wiejska,2022-01-01,
6,18,12,3,Tyszowce,gmina miejsko-wiejska,2022-01-01,
6,18,12,4,Tyszowce,miasto,2022-01-01,
6,18,12,5,Tyszowce,obszar wiejski,2022-01-01,
6,18,13,2,Ulhówek,gmina wiejska,2022-01-01,
6,19,,,włodawski,powiat,2022-01-01,
6,19,1,1,Włodawa,gmina miejska,2022-01-01,
6,19,2,2,Hanna,gmina wiejska,2022-01-01,
6,19,3,2,Hańsk,gmina wiejska,2022-01-01,
6,19,4,2,Stary Brus,gmina wiejska,2022-01-01,
6,19,5,2,Urszulin,gmina wiejska,2022-01-01,
6,19,6,2,Włodawa,gmina wiejska,2022-01-01,
6,19,7,2,Wola Uhruska,gmina wiejska,2022-01-01,
6,19,8,2,Wyryki,gmina wiejska,2022-01-01,
6,20,,,zamojski,powiat,2022-01-01,
6,20,1,2,Adamów,gmina wiejska,2022-01-01,
6,20,2,2,Grabowiec,gmina wiejska,2022-01-01,
6,20,3,2,Komarów-Osada,gmina wiejska,2022-01-01,
6,20,4,3,Krasnobród,gmina miejsko-wiejska,2022-01-01,
6,20,4,4,Krasnobród,miasto,2022-01-01,
6,20,4,5,Krasnobród,obszar wiejski,2022-01-01,
6,20,5,2,Łabunie,gmina wiejska,2022-01-01,
6,20,6,2,Miączyn,gmina wiejska,2022-01-01,
6,20,7,2,Nielisz,gmina wiejska,2022-01-01,
6,20,8,2,Radecznica,gmina wiejska,2022-01-01,
6,20,9,2,Sitno,gmina wiejska,2022-01-01,
6,20,10,2,Skierbieszów,gmina wiejska,2022-01-01,
6,20,11,2,Stary Zamość,gmina wiejska,2022-01-01,
6,20,12,2,Sułów,gmina wiejska,2022-01-01,
6,20,13,3,Szczebrzeszyn,gmina miejsko-wiejska,2022-01-01,
6,20,13,4,Szczebrzeszyn,miasto,2022-01-01,
6,20,13,5,Szczebrzeszyn,obszar wiejski,2022-01-01,
6,20,14,2,Zamość,gmina wiejska,2022-01-01,
6,20,15,3,Zwierzyniec,gmina miejsko-wiejska,2022-01-01,
6,20,15,4,Zwierzyniec,miasto,2022-01-01,
6,20,15,5,Zwierzyniec,obszar wiejski,2022-01-01,
6,61,,,Biała Podlaska,miasto na prawach powiatu,2022-01-01,
6,61,1,1,Biała Podlaska,gmina miejska,2022-01-01,
6,62,,,Chełm,miasto na prawach powiatu,2022-01-01,
6,62,1,1,Chełm,gmina miejska,2022-01-01,
6,63,,,Lublin,miasto na prawach powiatu,2022-01-01,
6,63,1,1,Lublin,gmina miejska,2022-01-01,
6,64,,,Zamość,miasto na prawach powiatu,2022-01-01,
6,64,1,1,Zamość,gmina miejska,2022-01-01,
8,,,,LUBUSKIE,województwo,2022-01-01,
8,1,,,gorzowski,powiat,2022-01-01,
8,1,1,1,Kostrzyn nad Odrą,gmina miejska,2022-01-01,
8,1,2,2,Bogdaniec,gmina wiejska,2022-01-01,
8,1,3,2,Deszczno,gmina wiejska,2022-01-01,
8,1,4,2,Kłodawa,gmina wiejska,2022-01-01,
8,1,5,2,Lubiszyn,gmina wiejska,2022-01-01,
8,1,6,2,Santok,gmina wiejska,2022-01-01,
8,1,7,3,Witnica,gmina miejsko-wiejska,2022-01-01,
8,1,7,4,Witnica,miasto,2022-01-01,
8,1,7,5,Witnica,obszar wiejski,2022-01-01,
8,2,,,krośnieński,powiat,2022-01-01,
8,2,1,1,Gubin,gmina miejska,2022-01-01,
8,2,2,2,Bobrowice,gmina wiejska,2022-01-01,
8,2,3,2,Bytnica,gmina wiejska,2022-01-01,
8,2,4,2,Dąbie,gmina wiejska,2022-01-01,
8,2,5,2,Gubin,gmina wiejska,2022-01-01,
8,2,6,3,Krosno Odrzańskie,gmina miejsko-wiejska,2022-01-01,
8,2,6,4,Krosno Odrzańskie,miasto,2022-01-01,
8,2,6,5,Krosno Odrzańskie,obszar wiejski,2022-01-01,
8,2,7,2,Maszewo,gmina wiejska,2022-01-01,
8,3,,,międzyrzecki,powiat,2022-01-01,
8,3,1,2,Bledzew,gmina wiejska,2022-01-01,
8,3,2,3,Międzyrzecz,gmina miejsko-wiejska,2022-01-01,
8,3,2,4,Międzyrzecz,miasto,2022-01-01,
8,3,2,5,Międzyrzecz,obszar wiejski,2022-01-01,
8,3,3,2,Przytoczna,gmina wiejska,2022-01-01,
8,3,4,2,Pszczew,gmina wiejska,2022-01-01,
8,3,5,3,Skwierzyna,gmina miejsko-wiejska,2022-01-01,
8,3,5,4,Skwierzyna,miasto,2022-01-01,
8,3,5,5,Skwierzyna,obszar wiejski,2022-01-01,
8,3,6,3,Trzciel,gmina miejsko-wiejska,2022-01-01,
8,3,6,4,Trzciel,miasto,2022-01-01,
8,3,6,5,Trzciel,obszar wiejski,2022-01-01,
8,4,,,nowosolski,powiat,2022-01-01,
8,4,1,1,Nowa Sól,gmina miejska,2022-01-01,
8,4,2,3,Bytom Odrzański,gmina miejsko-wiejska,2022-01-01,
8,4,2,4,Bytom Odrzański,miasto,2022-01-01,
8,4,2,5,Bytom Odrzański,obszar wiejski,2022-01-01,
8,4,3,2,Kolsko,gmina wiejska,2022-01-01,
8,4,4,3,Kożuchów,gmina miejsko-wiejska,2022-01-01,
8,4,4,4,Kożuchów,miasto,2022-01-01,
8,4,4,5,Kożuchów,obszar wiejski,2022-01-01,
8,4,5,2,Nowa Sól,gmina wiejska,2022-01-01,
8,4,6,3,Nowe Miasteczko,gmina miejsko-wiejska,2022-01-01,
8,4,6,4,Nowe Miasteczko,miasto,2022-01-01,
8,4,6,5,Nowe Miasteczko,obszar wiejski,2022-01-01,
8,4,7,3,Otyń,gmina miejsko-wiejska,2022-01-01,
8,4,7,4,Otyń,miasto,2022-01-01,
8,4,7,5,Otyń,obszar wiejski,2022-01-01,
8,4,8,2,Siedlisko,gmina wiejska,2022-01-01,
8,5,,,słubicki,powiat,2022-01-01,
8,5,1,3,Cybinka,gmina miejsko-wiejska,2022-01-01,
8,5,1,4,Cybinka,miasto,2022-01-01,
8,5,1,5,Cybinka,obszar wiejski,2022-01-01,
8,5,2,2,Górzyca,gmina wiejska,2022-01-01,
8,5,3,3,Ośno Lubuskie,gmina miejsko-wiejska,2022-01-01,
8,5,3,4,Ośno Lubuskie,miasto,2022-01-01,
8,5,3,5,Ośno Lubuskie,obszar wiejski,2022-01-01,
8,5,4,3,Rzepin,gmina miejsko-wiejska,2022-01-01,
8,5,4,4,Rzepin,miasto,2022-01-01,
8,5,4,5,Rzepin,obszar wiejski,2022-01-01,
8,5,5,3,Słubice,gmina miejsko-wiejska,2022-01-01,
8,5,5,4,Słubice,miasto,2022-01-01,
8,5,5,5,Słubice,obszar wiejski,2022-01-01,
8,6,,,strzelecko-drezdenecki,powiat,2022-01-01,
8,6,1,3,Dobiegniew,gmina miejsko-wiejska,2022-01-01,
8,6,1,4,Dobiegniew,miasto,2022-01-01,
8,6,1,5,Dobiegniew,obszar wiejski,2022-01-01,
8,6,2,3,Drezdenko,gmina miejsko-wiejska,2022-01-01,
8,6,2,4,Drezdenko,miasto,2022-01-01,
8,6,2,5,Drezdenko,obszar wiejski,2022-01-01,
8,6,3,2,Stare Kurowo,gmina wiejska,2022-01-01,
8,6,4,3,Strzelce Krajeńskie,gmina miejsko-wiejska,2022-01-01,
8,6,4,4,Strzelce Krajeńskie,miasto,2022-01-01,
8,6,4,5,Strzelce Krajeńskie,obszar wiejski,2022-01-01,
8,6,5,2,Zwierzyn,gmina wiejska,2022-01-01,
8,7,,,sulęciński,powiat,2022-01-01,
8,7,1,2,Krzeszyce,gmina wiejska,2022-01-01,
8,7,2,3,Lubniewice,gmina miejsko-wiejska,2022-01-01,
8,7,2,4,Lubniewice,miasto,2022-01-01,
8,7,2,5,Lubniewice,obszar wiejski,2022-01-01,
8,7,3,2,Słońsk,gmina wiejska,2022-01-01,
8,7,4,3,Sulęcin,gmina miejsko-wiejska,2022-01-01,
8,7,4,4,Sulęcin,miasto,2022-01-01,
8,7,4,5,Sulęcin,obszar wiejski,2022-01-01,
8,7,5,3,Torzym,gmina miejsko-wiejska,2022-01-01,
8,7,5,4,Torzym,miasto,2022-01-01,
8,7,5,5,Torzym,obszar wiejski,2022-01-01,
8,8,,,świebodziński,powiat,2022-01-01,
8,8,1,2,Lubrza,gmina wiejska,2022-01-01,
8,8,2,2,Łagów,gmina wiejska,2022-01-01,
8,8,3,2,Skąpe,gmina wiejska,2022-01-01,
8,8,4,2,Szczaniec,gmina wiejska,2022-01-01,
8,8,5,3,Świebodzin,gmina miejsko-wiejska,2022-01-01,
8,8,5,4,Świebodzin,miasto,2022-01-01,
8,8,5,5,Świebodzin,obszar wiejski,2022-01-01,
8,8,6,3,Zbąszynek,gmina miejsko-wiejska,2022-01-01,
8,8,6,4,Zbąszynek,miasto,2022-01-01,
8,8,6,5,Zbąszynek,obszar wiejski,2022-01-01,
8,9,,,zielonogórski,powiat,2022-01-01,
8,9,1,3,Babimost,gmina miejsko-wiejska,2022-01-01,
8,9,1,4,Babimost,miasto,2022-01-01,
8,9,1,5,Babimost,obszar wiejski,2022-01-01,
8,9,2,2,Bojadła,gmina wiejska,2022-01-01,
8,9,3,3,Czerwieńsk,gmina miejsko-wiejska,2022-01-01,
8,9,3,4,Czerwieńsk,miasto,2022-01-01,
8,9,3,5,Czerwieńsk,obszar wiejski,2022-01-01,
8,9,4,3,Kargowa,gmina miejsko-wiejska,2022-01-01,
8,9,4,4,Kargowa,miasto,2022-01-01,
8,9,4,5,Kargowa,obszar wiejski,2022-01-01,
8,9,5,3,Nowogród Bobrzański,gmina miejsko-wiejska,2022-01-01,
8,9,5,4,Nowogród Bobrzański,miasto,2022-01-01,
8,9,5,5,Nowogród Bobrzański,obszar wiejski,2022-01-01,
8,9,6,3,Sulechów,gmina miejsko-wiejska,2022-01-01,
8,9,6,4,Sulechów,miasto,2022-01-01,
8,9,6,5,Sulechów,obszar wiejski,2022-01-01,
8,9,7,2,Świdnica,gmina wiejska,2022-01-01,
8,9,8,2,Trzebiechów,gmina wiejska,2022-01-01,
8,9,9,2,Zabór,gmina wiejska,2022-01-01,
8,10,,,żagański,powiat,2022-01-01,
8,10,1,1,Gozdnica,gmina miejska,2022-01-01,
8,10,2,1,Żagań,gmina miejska,2022-01-01,
8,10,3,2,Brzeźnica,gmina wiejska,2022-01-01,
8,10,4,3,Iłowa,gmina miejsko-wiejska,2022-01-01,
8,10,4,4,Iłowa,miasto,2022-01-01,
8,10,4,5,Iłowa,obszar wiejski,2022-01-01,
8,10,5,3,Małomice,gmina miejsko-wiejska,2022-01-01,
8,10,5,4,Małomice,miasto,2022-01-01,
8,10,5,5,Małomice,obszar wiejski,2022-01-01,
8,10,6,2,Niegosławice,gmina wiejska,2022-01-01,
8,10,7,3,Szprotawa,gmina miejsko-wiejska,2022-01-01,
8,10,7,4,Szprotawa,miasto,2022-01-01,
